[run number],seed,type-of-experiment,gui_area-width,gui_area-height,gui_conflict-avoidance,gui_grazing-potential_max,gui_herd-size-dairy,gui_herd-size-transhumance,gui_number-herds-dairy,gui_number-herds-transhumance,display-mode,random-seed,[step],season,day,population-size-dairy,population-size-transhumance,total-grazing-potential_localMax,dairy-pressure-coef,transhumance-pressure-coef,dairy-hut-count,total-occupation-layers,total-grazing-potential,grazing-land-use,grazing-land-use_dairy,grazing-land-use_transhumance,record_total-grazing-potential,record_grazing-land-use,unsustainable-state,unsustainable-dairy-herds,unsustainable-transhumance-herds,siminputrow,dairy_hut_density_percent,mean_occupation_layers_per_hut
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,16,1,16,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,98.20188208572507,11.28,2.64,8.64,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,17,1,17,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,98.0894997160827,11.68,2.72,8.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,18,1,18,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.97711734644076,12.16,2.96,9.2,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,19,1,19,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.86473497679866,12.88,3.12,9.76,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,20,1,20,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.75235260715633,13.12,3.2,9.92,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,21,1,21,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.63997023751406,13.68,3.36,10.32,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,22,1,22,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.527587867872,14.16,3.44,10.72,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,23,1,23,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.41520549822962,14.64,3.52,11.12,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,24,1,24,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.30282312858776,14.88,3.52,11.36,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,25,1,25,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.19044075894546,15.2,3.52,11.68,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,26,1,26,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,97.0780583893033,15.76,3.76,12,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,27,1,27,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.96567601966112,16.16,3.84,12.32,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,28,1,28,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.8532936500188,16.48,3.92,12.56,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,29,1,29,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.74091128037676,16.72,3.92,12.8,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,30,1,30,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.62852891073436,16.88,3.92,12.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,31,1,31,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.5161465410924,17.28,3.92,13.36,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,32,1,32,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.40376417145026,17.6,4,13.6,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,33,1,33,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.291381801808,18.08,4.16,13.92,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,34,1,34,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.17899943216572,18.32,4.24,14.08,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,35,1,35,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,96.0666170625236,18.64,4.24,14.4,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,36,1,36,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.9542346928814,18.8,4.24,14.56,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,37,1,37,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.84185232323934,19.36,4.24,15.12,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,38,1,38,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.729469953597,19.76,4.4,15.36,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,39,1,39,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.61708758395488,20.08,4.56,15.52,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,40,1,40,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.50470521431274,20.48,4.64,15.84,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,41,1,41,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.39232284467064,20.72,4.72,16,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,42,1,42,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.27994047502848,20.8,4.72,16.08,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,43,1,43,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.16755810538626,20.88,4.72,16.16,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,44,1,44,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,95.0551757357441,21.2,4.88,16.32,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,45,1,45,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.94279336610192,21.76,5.04,16.72,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,46,1,46,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.83041099645962,22,5.04,16.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,47,1,47,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.71802862681744,22,5.04,16.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,48,1,48,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.60564625717537,22.16,5.04,17.12,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,49,1,49,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.49326388753316,22.32,5.04,17.28,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,50,1,50,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.38088151789104,22.56,5.12,17.44,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,51,1,51,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.26849914824878,22.72,5.2,17.52,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,52,1,52,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.15611677860656,23.12,5.2,17.92,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,53,1,53,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,94.04373440896435,23.2,5.2,18,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,54,1,54,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.93135203932228,23.36,5.2,18.16,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,55,1,55,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.81896966967992,23.52,5.28,18.24,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,56,1,56,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.70658730003778,23.92,5.28,18.64,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,57,1,57,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.59420493039563,24.08,5.36,18.72,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,58,1,58,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.4818225607536,24.48,5.44,19.04,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,59,1,59,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.36944019111118,24.64,5.44,19.2,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,60,1,60,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.25705782146908,24.88,5.52,19.36,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,61,1,61,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.14467545182688,24.96,5.52,19.44,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,62,1,62,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,93.03229308218468,25.04,5.52,19.52,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,63,1,63,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.91991071254266,25.28,5.52,19.76,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,64,1,64,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.80752834290044,25.76,5.68,20.08,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,65,1,65,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.69514597325816,25.92,5.68,20.24,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,66,1,66,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.5827636036162,26.08,5.68,20.4,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,67,1,67,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.47038123397397,26.32,5.76,20.56,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,68,1,68,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.35799886433168,26.48,5.84,20.64,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,69,1,69,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.2456164946894,26.8,6,20.8,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,70,1,70,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.13323412504737,26.88,6,20.88,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,71,1,71,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,92.02085175540516,26.96,6,20.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,72,1,72,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.90846938576291,27.36,6.08,21.28,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,73,1,73,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.7960870161208,27.44,6.16,21.28,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,74,1,74,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.68370464647862,27.6,6.24,21.36,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,75,1,75,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.57132227683644,27.76,6.24,21.52,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,76,1,76,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.45893990719436,27.84,6.24,21.6,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,77,1,77,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.34655753755194,27.92,6.24,21.68,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,78,1,78,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.23417516790995,28,6.24,21.76,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,79,1,79,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.12179279826766,28.24,6.32,21.92,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,80,1,80,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,91.00941042862564,28.4,6.32,22.08,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,81,1,81,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.89702805898348,28.56,6.4,22.16,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,82,1,82,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.78464568934122,28.72,6.4,22.32,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,83,1,83,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.67226331969896,28.96,6.4,22.56,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,84,1,84,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.55988095005694,29.12,6.56,22.56,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,85,1,85,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.44749858041467,29.2,6.56,22.64,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,86,1,86,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.33511621077253,29.52,6.56,22.96,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,87,1,87,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.22273384113036,29.68,6.56,23.12,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,88,1,88,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,90.11035147148824,29.92,6.64,23.28,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,89,1,89,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,89.99796910184602,30.16,6.64,23.52,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,90,1,90,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,4,5,89.88558673220395,30.24,6.64,23.6,[],[],FALSE,0,0,1,0.32,1.25
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,91,2,1,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,93.38298626715532,30.24,6.88,23.36,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,92,2,2,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,93.2706038975131,30.24,7.12,23.12,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,93,2,3,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,93.15822152787096,30.24,7.36,22.88,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,94,2,4,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,93.0458391582286,30.24,7.6,22.64,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,95,2,5,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.93345678858644,30.24,7.68,22.56,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,96,2,6,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.82107441894432,30.24,7.68,22.56,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,97,2,7,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.70869204930224,30.24,7.6,22.64,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,98,2,8,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.5963096796599,30.24,7.84,22.4,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,99,2,9,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.48392731001776,30.24,7.92,22.32,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,100,2,10,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.3715449403756,30.24,7.92,22.32,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,101,2,11,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.25916257073332,30.24,8.08,22.16,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,102,2,12,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.1467802010913,30.24,8.24,22,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,103,2,13,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,92.03439783144896,30.24,8.4,21.84,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,104,2,14,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,91.92201546180682,30.24,8.48,21.76,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,105,2,15,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,91.80963309216465,30.32,8.64,21.68,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,106,2,16,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,91.69725072252244,30.4,8.72,21.68,[],[],FALSE,0,0,1,0.56,1.4285714285714286
1,123,user-defined,50,25,TRUE,250,10,50,5,10,grazing-potential,1255252190,107,2,17,50,500,155718.37518392978,0.02889832362227475,0.07224580905568688,7,10,91.58486835288018,30.4,8.72,21.68,[],[],FALSE,0,0,1,0.56,1.4285714285714286
